unit,n,wins,unit_name,n_images,image_path,image_confidence,image_distance_ft,win_rate,shrunk_rate,base_rate
245_Stair_406305620_n739769950,9,0,18 Av (Stair),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DBP/W0DBPMEG/faces/R.jpg,0.613,29.0,0.0,0.2353,0.5
250_Stair_406040527_n739721405,9,0,Kings Hwy (Stair),7,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EK7/W0EK7D7P/faces/B.jpg,0.473,44.0,0.0,0.2353,0.5
456_Stair_407458485_n739032320,9,0,61 St-Woodside (Stair),7,/share/ju/cyclomedia/raw/queens_2025_1k/W0CKR/W0CKR1DH/faces/R.jpg,0.549,8.0,0.0,0.2353,0.5
458_Stair_407432275_n739186129,9,0,46 St-Bliss St (Stair),8,/share/ju/cyclomedia/raw/queens_2025_1k/W0E7L/W0E7LF0L/faces/B.jpg,0.607,27.0,0.0,0.2353,0.5
73_StationHouse_406256060_n739968300,9,0,62 St/New Utrecht Av (Station House),1,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DCH/W0DCH82C/faces/R.jpg,0.219,79.0,0.0,0.2353,0.5
106_EasementStreet_407101628_n740074258,9,0,Fulton St (Easement - Street),6,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0EM2/W0EM2N2O/faces/F.jpg,0.554,31.0,0.0,0.2353,0.5
100_Stair_407065268_n739526173,9,0,Hewes St (Stair),6,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0D0A/W0D0AY9A/faces/B.jpg,0.562,13.0,0.0,0.2353,0.5
195_Stair_406857503_n738270487,9,0,Ozone Park-Lefferts Blvd (Stair),9,/share/ju/cyclomedia/raw/queens_2025_1k/W0EBI/W0EBIAM9/faces/B.jpg,0.497,17.0,0.0,0.2353,0.5
295_Stair_408786940_n739048210,9,0,231 St (Stair),8,/share/ju/cyclomedia/raw/bronx_2025_1k/W0END/W0ENDTVM/faces/R.jpg,0.583,33.0,0.0,0.2353,0.5
425_Stair_408492266_n738683337,9,0,Bronx Park East (Stair),8,/share/ju/cyclomedia/raw/bronx_2025_1k/W0D1G/W0D1G47Q/faces/L.jpg,0.562,21.0,0.0,0.2353,0.5
54_StationHouse_405857340_n739543710,14,1,Sheepshead Bay (Station House),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DEH/W0DEHVZB/faces/F.jpg,0.66,23.0,0.0714,0.2273,0.5
97_Stair_406970278_n739355833,14,1,Myrtle Av (Stair),14,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0D1D/W0D1DNYV/faces/F.jpg,0.593,32.0,0.0714,0.2273,0.5
195_Elevator_406862264_n738245399,14,1,Ozone Park-Lefferts Blvd (Elevator),8,/share/ju/cyclomedia/raw/queens_2025_1k/W0EBI/W0EBIANG/faces/F.jpg,0.515,40.0,0.0714,0.2273,0.5
239_StationHouse_406698741_n739888912,14,1,4 Av-9 St (Station House),9,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DF3/W0DF3HD9/faces/R.jpg,0.553,36.0,0.0714,0.2273,0.5
229_Stair_407374199_n739971973,10,0,14 St/6 Av (Stair),7,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEJ/W0DEJHTD/faces/B.jpg,0.584,19.0,0.0,0.2222,0.5
460_Stair_407447578_n739317629,10,0,33 St-Rawson St (Stair),9,/share/ju/cyclomedia/raw/queens_2025_1k/W0CKQ/W0CKQYZ2/faces/B.jpg,0.601,30.0,0.0,0.2222,0.5
200_Stair_405878304_n738140067,10,0,Beach 90 St (Stair),9,/share/ju/cyclomedia/raw/queens_2025_1k/W0DIN/W0DINN8A/faces/B.jpg,0.608,22.0,0.0,0.2222,0.5
448_Stair_407544310_n738457859,10,0,Mets-Willets Point (Stair),8,/share/ju/cyclomedia/raw/queens_2025_1k/W0EBM/W0EBMG7Q/faces/B.jpg,0.549,36.0,0.0,0.2222,0.5
133_Stair_406755609_n739029737,10,0,Atlantic Av (Stair),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0E5H/W0E5HNPV/faces/B.jpg,0.625,18.0,0.0,0.2222,0.5
135_Stair_406637337_n739006329,10,0,Livonia Av (Stair),4,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DBP/W0DBP0NU/faces/L.jpg,0.35,59.0,0.0,0.2222,0.5
456_Elevator_407458221_n739026908,10,0,61 St-Woodside (Elevator),4,/share/ju/cyclomedia/raw/queens_2025_1k/W0CKQ/W0CKQX0J/faces/F.jpg,0.406,52.0,0.0,0.2222,0.5
449_Stair_407516100_n738560650,10,0,111 St (Stair),11,/share/ju/cyclomedia/raw/queens_2025_1k/W0E3W/W0E3WS1D/faces/F.jpg,0.593,29.0,0.0,0.2222,0.5
450_Stair_407499839_n738623704,10,0,103 St-Corona Plaza (Stair),8,/share/ju/cyclomedia/raw/queens_2025_1k/W0E3W/W0E3WS4J/faces/F.jpg,0.617,27.0,0.0,0.2222,0.5
167_Elevator_407311149_n740012226,10,0,W 4 St-Wash Sq (Elevator),15,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0DEI/W0DEIJK2/faces/R.jpg,0.634,27.0,0.0,0.2222,0.5
382_Stair_408625620_n739013670,15,1,Fordham Rd (Stair),10,/share/ju/cyclomedia/raw/bronx_2025_1k/W0EBJ/W0EBJX74/faces/L.jpg,0.553,33.0,0.0667,0.2174,0.5
457_Stair_407439330_n739130030,11,0,52 St (Stair),7,/share/ju/cyclomedia/raw/queens_2025_1k/W0E4F/W0E4FJWA/faces/B.jpg,0.62,17.0,0.0,0.2105,0.5
23_Stair_407039956_n740133066,11,0,Whitehall St-South Ferry (Stair),6,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ELS/W0ELSMXX/faces/L.jpg,0.573,33.0,0.0,0.2105,0.5
430_Stair_408241451_n738927472,11,0,Simpson St (Stair),11,/share/ju/cyclomedia/raw/bronx_2025_1k/W0E98/W0E982ID/faces/B.jpg,0.582,31.0,0.0,0.2105,0.5
415_Stair_406926010_n739905449,11,0,Borough Hall/Court St (Stair),7,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EGS/W0EGS14D/faces/F.jpg,0.472,44.0,0.0,0.2105,0.5
387_Elevator_408400760_n739176480,11,0,170 St (Elevator),11,/share/ju/cyclomedia/raw/bronx_2025_1k/W0CPG/W0CPG0S7/faces/R.jpg,0.468,31.0,0.0,0.2105,0.5
204_Stair_405910896_n737965613,11,0,Beach 67 St (Stair),4,/share/ju/cyclomedia/raw/queens_2025_1k/W0DIJ/W0DIJ70M/faces/F.jpg,0.385,54.0,0.0,0.2105,0.5
415_Stair_406925551_n739901084,11,0,Borough Hall/Court St (Stair),4,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0EGS/W0EGS146/faces/F.jpg,0.448,47.0,0.0,0.2105,0.5
449_Stair_407514230_n738559960,11,0,111 St (Stair),1,/share/ju/cyclomedia/raw/queens_2025_1k/W0COM/W0COMOPW/faces/R.jpg,0.217,80.0,0.0,0.2105,0.5
382_Elevator_408625646_n739010864,16,1,Fordham Rd (Elevator),14,/share/ju/cyclomedia/raw/bronx_2025_1k/W0D2T/W0D2TV5F/faces/R.jpg,0.572,29.0,0.0625,0.2083,0.5
68_Stair_406017260_n739936960,12,0,Bay Pkwy (Stair),17,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DCR/W0DCREVL/faces/B.jpg,0.532,38.0,0.0,0.2,0.5
86_Stair_406901420_n738716300,17,1,Cypress Hills (Stair),14,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0CR8/W0CR8IXN/faces/R.jpg,0.625,20.0,0.0588,0.2,0.5
14_Stair_407407915_n739896610,12,0,23 St (Stair),10,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0E5K/W0E5KN39/faces/F.jpg,0.578,33.0,0.0,0.2,0.5
305_Stair_408213989_n739539105,17,1,137 St-City College (Stair),11,/share/ju/cyclomedia/raw/manhattan_2025_1k/W0ECV/W0ECVAL7/faces/R.jpg,0.598,28.0,0.0588,0.2,0.5
208_Stair_405996995_n737615769,12,0,Beach 25 St (Stair),13,/share/ju/cyclomedia/raw/queens_2025_1k/W0DIN/W0DINPRS/faces/R.jpg,0.641,20.0,0.0,0.2,0.5
208_Stair_405995486_n737617121,17,1,Beach 25 St (Stair),10,/share/ju/cyclomedia/raw/queens_2025_1k/W0DIN/W0DINPRQ/faces/B.jpg,0.658,26.0,0.0588,0.2,0.5
219_Stair_408274710_n739262500,13,0,161 St-Yankee Stadium (Stair),7,/share/ju/cyclomedia/raw/bronx_2025_1k/W0E6C/W0E6CH6R/faces/L.jpg,0.58,33.0,0.0,0.1905,0.5
452_Stair_407483345_n738764271,13,0,90 St-Elmhurst Av (Stair),15,/share/ju/cyclomedia/raw/queens_2025_1k/W0E3V/W0E3V7AB/faces/L.jpg,0.566,33.0,0.0,0.1905,0.5
448_Stair_407547782_n738456807,13,0,Mets-Willets Point (Stair),8,/share/ju/cyclomedia/raw/queens_2025_1k/W0EBM/W0EBMG0I/faces/F.jpg,0.444,47.0,0.0,0.1905,0.5
366_StationHouse_408332372_n738608907,13,0,Parkchester (Station House),12,/share/ju/cyclomedia/raw/bronx_2025_1k/W0EKL/W0EKL68D/faces/B.jpg,0.612,30.0,0.0,0.1905,0.5
133_Stair_406756103_n739028838,13,0,Atlantic Av (Stair),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0CRD/W0CRDLFG/faces/R.jpg,0.612,19.0,0.0,0.1905,0.5
204_Stair_405909276_n737964192,14,0,Beach 67 St (Stair),6,/share/ju/cyclomedia/raw/queens_2025_1k/W0ENQ/W0ENQCLJ/faces/B.jpg,0.575,20.0,0.0,0.1818,0.5
443_StationHouse_408795190_n738379580,16,0,Baychester Av (Station House),12,/share/ju/cyclomedia/raw/bronx_2025_1k/W0E3Y/W0E3YBNA/faces/L.jpg,0.557,35.0,0.0,0.1667,0.5
239_StationHouse_406700448_n739892527,16,0,4 Av-9 St (Station House),10,/share/ju/cyclomedia/raw/brooklyn_2025_1k/W0DEK/W0DEKFTN/faces/L.jpg,0.449,47.0,0.0,0.1667,0.5
