block,word,weight,count,rank,also_in
hedge,certain,16.91911,365,108,
hedge,expect,16.83027,215,109,
hedge,leaning,16.71266,159,110,
hedge,perfectly,16.70593,954,111,
hedge,truth,16.63833,173,112,
hedge,assumes,16.52732,195,113,
hedge,exact,16.33552,203,114,
hedge,judgment,16.2871,272,115,
hedge,related,16.09226,429,116,
hedge,nypl,15.88724,228,117,
hedge,issue,15.50427,218,118,
hedge,kind,15.41748,261,119,
hedge,struggling,15.21625,181,120,
verdict,appealing,257.0552,14164,1,perspective;weighing
verdict,condition,252.09724,14491,2,perspective
verdict,good,246.06339,14115,3,
verdict,maintained,184.31858,20329,4,perspective
verdict,eat,170.10396,6277,5,perspective
verdict,safe,166.91405,7764,6,hedge;weighing
verdict,say,155.28492,7442,7,dismissal;hedge
verdict,lean,143.07148,4254,8,hedge
verdict,appropriate,135.37869,3808,9,weighing
verdict,stick,120.79435,2947,10,
verdict,terms,118.29192,5164,11,perspective;weighing
verdict,roadway,113.15108,5444,12,perspective
verdict,photoshoot,86.96737,2042,13,weighing
verdict,appear,63.61555,966,14,
verdict,fit,58.99153,762,15,
verdict,best,56.38263,868,16,hedge
verdict,use,56.3211,1368,17,
verdict,nyc,49.51481,3346,18,dismissal
verdict,conclusion,46.42956,749,19,
verdict,indicator,46.09631,663,20,
verdict,reasonable,45.7446,425,21,
verdict,final,42.92999,394,22,reconsideration
verdict,restaurant,40.7042,5164,23,
verdict,assessment,39.87892,360,24,
verdict,location,39.69515,1028,25,reconsideration;weighing
verdict,represent,39.38991,317,26,
verdict,superior,38.63925,393,27,
verdict,accurate,37.89631,388,28,
verdict,glaring,36.76399,461,29,perspective
verdict,respective,36.3201,345,30,
verdict,desirable,36.0746,332,31,
verdict,correct,34.08538,441,32,hedge
verdict,evidence,32.49197,356,33,
verdict,standard,32.47843,3791,34,
verdict,level,32.1674,1281,35,
verdict,meaning,32.05744,216,36,
verdict,equally,31.08281,240,37,
verdict,comparable,30.09421,337,38,
verdict,roughly,29.60181,246,39,
verdict,general,29.47637,934,40,dismissal;hedge
verdict,candidate,27.54427,274,41,
verdict,typical,26.26685,2468,42,
verdict,preferable,26.0215,139,43,
verdict,result,25.78747,173,44,
verdict,fits,24.98781,183,45,
verdict,yes,24.68932,167,46,
verdict,issues,23.07942,274,47,
verdict,winner,22.89949,295,48,
verdict,fair,22.79906,192,49,
verdict,definitive,22.36954,271,50,dismissal
verdict,excellent,22.10415,254,51,
verdict,honest,21.26882,114,52,
verdict,styles,21.26731,329,53,
verdict,preferring,21.19691,92,54,
verdict,provide,21.13924,279,55,
verdict,impressive,20.57186,346,56,
verdict,distinguishing,19.83129,102,57,
verdict,neutral,18.5812,102,58,
verdict,decision,18.37991,210,59,
verdict,requested,17.79649,81,60,
verdict,levels,17.663,109,61,
verdict,stands,17.412,182,62,
verdict,distinguish,17.25104,107,63,
verdict,met,16.39353,58,64,
verdict,educational,16.37262,267,65,
verdict,superiority,16.27468,62,66,
verdict,decide,16.25316,91,67,
verdict,logical,16.20925,63,68,
verdict,labeling,15.65141,50,69,
verdict,views,15.59678,182,70,
verdict,functioning,15.30543,137,71,
verdict,insufficient,15.22041,56,72,
verdict,eateries,14.97951,128,73,
verdict,rate,14.43258,44,74,
verdict,equal,14.42261,74,75,
verdict,contains,13.36156,87,76,
verdict,exteriors,13.02341,61,77,
verdict,reliably,12.95171,40,78,
verdict,exceptional,12.21368,39,79,
verdict,features,12.1654,357,80,
verdict,match,12.03791,50,81,
verdict,described,11.85761,38,82,
verdict,depict,11.70008,30,83,
verdict,presents,11.62914,50,84,
verdict,exceptionally,11.58937,74,85,
verdict,differentiator,11.58029,52,86,
verdict,attractive,11.42999,69,87,
verdict,candidates,11.27724,29,88,
verdict,inferior,11.00951,26,89,
verdict,standout,11.00495,32,90,
verdict,sheer,10.77898,47,91,
verdict,non,10.76866,96,92,
verdict,substantial,10.58727,192,93,
verdict,mark,10.3764,32,94,
verdict,desirability,10.31031,35,95,
verdict,advantage,10.08614,25,96,
verdict,qualities,9.5531,31,97,
verdict,conclude,9.53398,29,98,
verdict,differentiate,9.29723,24,99,
verdict,vastly,9.1071,27,100,
verdict,according,9.03717,25,101,
verdict,experiences,8.98189,27,102,
verdict,versus,8.88995,33,103,
verdict,normal,8.73713,258,104,
verdict,existent,8.68404,47,105,
verdict,notably,8.65052,50,106,
verdict,legitimate,8.46331,24,107,
verdict,thereof,8.4121,19,108,
verdict,essentially,8.28486,22,109,
verdict,outshines,8.25033,14,110,
verdict,negligible,8.24759,30,111,
verdict,equivalent,8.21472,30,112,
verdict,respectable,8.16309,24,113,
verdict,defects,8.0933,50,114,
verdict,conditions,8.04835,42,115,
verdict,excellently,7.96241,20,116,
verdict,mentioned,7.73809,27,117,
verdict,snapshots,7.37347,17,118,
verdict,extra,7.35698,25,119,
verdict,lesser,7.32629,19,120,
