layer,model,boroct2020,n_images,mean_score,comparisons,median_income
census_tract,qwen3.5-9b,3051001,28,0.2768,41,59583.0
census_tract,qwen3.5-9b,3051002,23,0.8406,30,71007.0
census_tract,qwen3.5-9b,3051100,32,0.2812,40,88457.0
census_tract,qwen3.5-9b,3051200,35,0.3857,45,96719.0
census_tract,qwen3.5-9b,3051300,103,0.1909,130,136207.0
census_tract,qwen3.5-9b,3051400,41,0.3008,58,100000.0
census_tract,qwen3.5-9b,3051500,23,0.529,30,246707.0
census_tract,qwen3.5-9b,3051601,26,0.5,31,72304.0
census_tract,qwen3.5-9b,3051602,15,0.6,23,77801.0
census_tract,qwen3.5-9b,3051700,39,0.6333,58,234444.0
census_tract,qwen3.5-9b,3051800,48,0.4028,66,112589.0
census_tract,qwen3.5-9b,3051900,47,0.2234,61,221375.0
census_tract,qwen3.5-9b,3052000,45,0.3259,54,126102.0
census_tract,qwen3.5-9b,3052300,38,0.5263,49,74454.0
census_tract,qwen3.5-9b,3052500,19,0.2105,22,70625.0
census_tract,qwen3.5-9b,3052600,41,0.5447,53,91500.0
census_tract,qwen3.5-9b,3052700,37,-0.0158,56,59632.0
census_tract,qwen3.5-9b,3052800,43,0.5705,61,121000.0
census_tract,qwen3.5-9b,3052900,25,0.7973,37,39549.0
census_tract,qwen3.5-9b,3053000,27,0.2469,33,78621.0
census_tract,qwen3.5-9b,3053101,11,0.2727,12,
census_tract,qwen3.5-9b,3053102,18,-0.0648,28,76635.0
census_tract,qwen3.5-9b,3053200,28,0.4762,37,72500.0
census_tract,qwen3.5-9b,3053300,55,0.0848,74,34519.0
census_tract,qwen3.5-9b,3053400,28,0.3333,40,83421.0
census_tract,qwen3.5-9b,3053500,31,0.3871,37,49244.0
census_tract,qwen3.5-9b,3053700,55,-0.2727,72,44085.0
census_tract,qwen3.5-9b,3053800,43,0.3101,54,65556.0
census_tract,qwen3.5-9b,3053900,16,-0.5625,21,46914.0
census_tract,qwen3.5-9b,3054200,35,0.2952,50,56481.0
census_tract,qwen3.5-9b,3054300,34,0.25,44,
census_tract,qwen3.5-9b,3054400,35,0.0476,51,55938.0
census_tract,qwen3.5-9b,3054500,31,-0.0161,35,42071.0
census_tract,qwen3.5-9b,3054600,47,0.4397,57,74651.0
census_tract,qwen3.5-9b,3054700,31,0.3871,45,87047.0
census_tract,qwen3.5-9b,3054800,23,0.2174,25,83500.0
census_tract,qwen3.5-9b,3054900,66,0.4874,79,183091.0
census_tract,qwen3.5-9b,3055000,34,0.6569,45,59955.0
census_tract,qwen3.5-9b,3055100,45,0.6185,56,171952.0
census_tract,qwen3.5-9b,3055200,35,0.3714,43,69861.0
census_tract,qwen3.5-9b,3055300,37,0.6802,50,144083.0
census_tract,qwen3.5-9b,3055400,46,0.4848,64,64894.0
census_tract,qwen3.5-9b,3055500,41,0.3618,52,205860.0
census_tract,qwen3.5-9b,3055600,34,0.4338,49,69485.0
census_tract,qwen3.5-9b,3055700,36,0.213,48,136250.0
census_tract,qwen3.5-9b,3055800,21,0.246,27,61786.0
census_tract,qwen3.5-9b,3056000,39,0.3547,53,74104.0
census_tract,qwen3.5-9b,3056100,93,0.1326,123,151875.0
census_tract,qwen3.5-9b,3056200,22,0.1439,31,102083.0
census_tract,qwen3.5-9b,3056301,30,0.6167,34,133636.0
census_tract,qwen3.5-9b,3056302,21,0.4286,26,76351.0
census_tract,qwen3.5-9b,3056400,50,0.1233,72,86392.0
census_tract,qwen3.5-9b,3056500,30,0.5833,41,115329.0
census_tract,qwen3.5-9b,3056600,50,-0.1933,69,69286.0
census_tract,qwen3.5-9b,3056800,31,0.1613,35,75521.0
census_tract,qwen3.5-9b,3056900,34,0.3088,45,159286.0
census_tract,qwen3.5-9b,3057000,75,-0.0911,99,80216.0
census_tract,qwen3.5-9b,3057100,50,0.2767,68,125272.0
census_tract,qwen3.5-9b,3057200,32,0.3542,42,31864.0
census_tract,qwen3.5-9b,3057300,49,0.1786,75,150885.0
census_tract,qwen3.5-9b,3057400,41,0.622,48,92813.0
census_tract,qwen3.5-9b,3057500,32,0.3073,46,128804.0
census_tract,qwen3.5-9b,3057600,22,0.1439,31,98750.0
census_tract,qwen3.5-9b,3057800,29,0.7874,39,61919.0
census_tract,qwen3.5-9b,3057901,71,0.0188,98,141754.0
census_tract,qwen3.5-9b,3057902,45,-0.763,62,
census_tract,qwen3.5-9b,3058000,29,0.2586,43,38945.0
census_tract,qwen3.5-9b,3058200,33,0.5,40,60811.0
census_tract,qwen3.5-9b,3058400,48,0.2535,62,70870.0
census_tract,qwen3.5-9b,3058600,50,-0.1033,62,70167.0
census_tract,qwen3.5-9b,3058800,32,0.2969,47,96838.0
census_tract,qwen3.5-9b,3058901,38,-0.4539,53,114659.0
census_tract,qwen3.5-9b,3058902,12,-0.9028,16,
census_tract,qwen3.5-9b,3059000,42,0.1587,58,103619.0
census_tract,qwen3.5-9b,3059100,22,0.2273,24,133795.0
census_tract,qwen3.5-9b,3059200,42,0.1429,50,61944.0
census_tract,qwen3.5-9b,3059300,51,-0.2255,69,110625.0
census_tract,qwen3.5-9b,3059402,71,0.3333,100,68625.0
census_tract,qwen3.5-9b,3059403,52,0.1218,80,67232.0
census_tract,qwen3.5-9b,3059404,44,0.214,60,65520.0
census_tract,qwen3.5-9b,3059600,34,0.3039,45,56757.0
census_tract,qwen3.5-9b,3059800,57,-0.0526,74,81051.0
census_tract,qwen3.5-9b,3060000,86,0.3459,119,75671.0
census_tract,qwen3.5-9b,3060600,47,0.1844,57,76080.0
census_tract,qwen3.5-9b,3060800,224,-0.1369,289,73546.0
census_tract,qwen3.5-9b,3061002,26,0.6615,41,71944.0
census_tract,qwen3.5-9b,3061003,23,0.2101,28,51054.0
census_tract,qwen3.5-9b,3061004,49,0.0646,70,40931.0
census_tract,qwen3.5-9b,3061200,41,0.439,56,141094.0
census_tract,qwen3.5-9b,3061600,54,0.1127,72,183095.0
census_tract,qwen3.5-9b,3062000,61,0.0041,73,111932.0
census_tract,qwen3.5-9b,3062200,75,-0.1811,103,68821.0
census_tract,qwen3.5-9b,3062600,62,-0.129,82,67218.0
census_tract,qwen3.5-9b,3062800,218,-0.119,306,110377.0
census_tract,qwen3.5-9b,3063200,25,-0.14,37,82941.0
census_tract,qwen3.5-9b,3063600,27,0.0741,33,148056.0
census_tract,qwen3.5-9b,3063800,36,0.4144,51,82188.0
census_tract,qwen3.5-9b,3064000,22,0.4773,31,143214.0
census_tract,qwen3.5-9b,3064200,53,0.3805,69,75735.0
census_tract,qwen3.5-9b,3064400,54,0.2932,67,79259.0
census_tract,qwen3.5-9b,3064600,25,0.176,37,99067.0
census_tract,qwen3.5-9b,3064800,29,0.1782,35,111406.0
census_tract,qwen3.5-9b,3065000,45,-0.2704,61,92673.0
census_tract,qwen3.5-9b,3065200,36,0.1667,47,94000.0
census_tract,qwen3.5-9b,3065400,32,0.3594,46,118000.0
census_tract,qwen3.5-9b,3065600,34,0.2402,42,126607.0
census_tract,qwen3.5-9b,3065800,26,0.2115,34,92014.0
census_tract,qwen3.5-9b,3066000,30,0.1889,40,151719.0
census_tract,qwen3.5-9b,3066200,62,0.2661,84,61083.0
census_tract,qwen3.5-9b,3066600,259,-0.5553,356,
census_tract,qwen3.5-9b,3067000,56,0.0595,70,91979.0
census_tract,qwen3.5-9b,3067200,34,-0.2304,51,84280.0
census_tract,qwen3.5-9b,3067400,46,-0.0761,61,126705.0
census_tract,qwen3.5-9b,3067600,40,0.0417,48,97750.0
census_tract,qwen3.5-9b,3067800,28,-0.2857,39,84612.0
census_tract,qwen3.5-9b,3068000,35,0.4143,46,114904.0
census_tract,qwen3.5-9b,3068200,52,-0.1859,68,102000.0
census_tract,qwen3.5-9b,3068600,34,-0.3578,43,112646.0
census_tract,qwen3.5-9b,3068800,29,0.0201,43,98750.0
census_tract,qwen3.5-9b,3069000,31,-0.0995,39,137650.0
census_tract,qwen3.5-9b,3069200,47,-0.0142,65,104712.0
census_tract,qwen3.5-9b,3069601,69,-0.4517,102,101760.0
census_tract,qwen3.5-9b,3069602,146,0.0434,200,119451.0
census_tract,qwen3.5-9b,3069800,67,-0.2711,83,128194.0
census_tract,qwen3.5-9b,3070000,44,-0.2955,62,95331.0
census_tract,qwen3.5-9b,3070201,167,0.1816,216,130174.0
census_tract,qwen3.5-9b,3070202,213,-1.1937,280,
census_tract,qwen3.5-9b,3070601,106,-0.0456,137,148214.0
census_tract,qwen3.5-9b,3070602,96,-0.4913,117,
census_tract,qwen3.5-9b,3072000,44,-0.0568,56,76912.0
census_tract,qwen3.5-9b,3072200,47,-0.0887,67,
census_tract,qwen3.5-9b,3072400,68,-0.1814,91,69263.0
census_tract,qwen3.5-9b,3072600,52,0.1378,68,97292.0
census_tract,qwen3.5-9b,3072800,37,0.2703,42,62333.0
census_tract,qwen3.5-9b,3073000,56,0.3452,73,132227.0
census_tract,qwen3.5-9b,3073200,45,0.0222,61,85846.0
census_tract,qwen3.5-9b,3073400,32,0.3229,40,138750.0
census_tract,qwen3.5-9b,3073600,58,0.1753,74,82358.0
census_tract,qwen3.5-9b,3073800,71,0.0704,92,73125.0
census_tract,qwen3.5-9b,3074000,23,0.1812,30,68125.0
census_tract,qwen3.5-9b,3074200,31,0.2527,44,80240.0
census_tract,qwen3.5-9b,3074400,28,0.3571,39,140391.0
census_tract,qwen3.5-9b,3074600,39,0.156,57,113750.0
census_tract,qwen3.5-9b,3074800,39,0.4808,50,82266.0
census_tract,qwen3.5-9b,3075000,37,0.3514,47,103125.0
census_tract,qwen3.5-9b,3075200,32,0.5469,43,141250.0
census_tract,qwen3.5-9b,3075400,26,0.3462,36,115851.0
census_tract,qwen3.5-9b,3075600,26,0.3269,34,77273.0
census_tract,qwen3.5-9b,3075800,39,0.1624,48,69662.0
census_tract,qwen3.5-9b,3076000,36,0.1019,50,75174.0
census_tract,qwen3.5-9b,3076200,28,0.369,40,54725.0
census_tract,qwen3.5-9b,3076400,26,0.6346,36,81813.0
census_tract,qwen3.5-9b,3076600,22,0.2197,31,95563.0
census_tract,qwen3.5-9b,3076800,46,0.2536,66,73125.0
census_tract,qwen3.5-9b,3077000,39,0.5214,51,76921.0
census_tract,qwen3.5-9b,3077200,55,0.4273,70,80855.0
census_tract,qwen3.5-9b,3077400,35,0.3667,48,72488.0
census_tract,qwen3.5-9b,3077600,36,0.3796,50,71983.0
census_tract,qwen3.5-9b,3078000,38,0.1272,52,138611.0
census_tract,qwen3.5-9b,3078200,32,0.1823,43,69558.0
census_tract,qwen3.5-9b,3078400,13,0.0256,19,99653.0
census_tract,qwen3.5-9b,3078601,30,0.5722,45,87614.0
census_tract,qwen3.5-9b,3078602,16,0.5,18,69615.0
census_tract,qwen3.5-9b,3078801,23,0.2174,31,55984.0
census_tract,qwen3.5-9b,3078802,14,0.2857,18,55179.0
census_tract,qwen3.5-9b,3079001,14,1.0119,20,67857.0
census_tract,qwen3.5-9b,3079002,23,0.4855,35,57672.0
census_tract,qwen3.5-9b,3079201,33,0.4394,47,88162.0
census_tract,qwen3.5-9b,3079202,29,0.1207,40,85833.0
census_tract,qwen3.5-9b,3079400,47,0.6135,63,128295.0
census_tract,qwen3.5-9b,3079601,15,0.7556,21,81629.0
census_tract,qwen3.5-9b,3079602,23,0.3696,27,77370.0
census_tract,qwen3.5-9b,3079801,29,0.569,46,94375.0
census_tract,qwen3.5-9b,3079802,21,0.7857,25,100438.0
census_tract,qwen3.5-9b,3080000,19,0.4386,28,95769.0
census_tract,qwen3.5-9b,3080200,34,0.5833,54,98942.0
census_tract,qwen3.5-9b,3080400,30,0.3389,37,58413.0
census_tract,qwen3.5-9b,3080600,30,-0.05,37,66632.0
census_tract,qwen3.5-9b,3080800,47,0.1879,59,13337.0
census_tract,qwen3.5-9b,3081000,28,-0.0833,37,88490.0
census_tract,qwen3.5-9b,3081400,33,0.2424,40,86705.0
census_tract,qwen3.5-9b,3081600,21,-0.119,31,92784.0
census_tract,qwen3.5-9b,3081800,21,0.5397,33,76607.0
census_tract,qwen3.5-9b,3082000,17,0.0784,24,56250.0
census_tract,qwen3.5-9b,3082200,32,0.4115,45,85645.0
census_tract,qwen3.5-9b,3082400,32,-0.0469,39,57204.0
census_tract,qwen3.5-9b,3082600,43,0.1279,55,72543.0
census_tract,qwen3.5-9b,3082800,30,0.7056,39,61313.0
census_tract,qwen3.5-9b,3083000,33,0.4899,43,83690.0
census_tract,qwen3.5-9b,3083200,30,0.25,32,100161.0
census_tract,qwen3.5-9b,3083400,28,0.5714,31,121000.0
census_tract,qwen3.5-9b,3083600,36,-0.3148,57,96094.0
census_tract,qwen3.5-9b,3083800,41,-0.0528,57,62950.0
census_tract,qwen3.5-9b,3084000,35,-0.1333,49,81058.0
census_tract,qwen3.5-9b,3084600,52,-0.0288,77,78304.0
census_tract,qwen3.5-9b,3084800,24,0.0,35,86012.0
census_tract,qwen3.5-9b,3085000,48,0.184,65,124219.0
census_tract,qwen3.5-9b,3085200,10,-1.05,11,
census_tract,qwen3.5-9b,3085400,39,0.3462,53,78828.0
census_tract,qwen3.5-9b,3085600,22,0.3182,27,79107.0
census_tract,qwen3.5-9b,3085800,15,0.4667,17,83640.0
census_tract,qwen3.5-9b,3086000,28,0.2262,34,77955.0
census_tract,qwen3.5-9b,3086200,37,0.6369,51,50438.0
census_tract,qwen3.5-9b,3086400,59,-0.1554,84,71016.0
census_tract,qwen3.5-9b,3086600,28,0.3452,37,79508.0
census_tract,qwen3.5-9b,3086800,32,-0.0625,42,45764.0
census_tract,qwen3.5-9b,3087000,36,0.3889,50,61136.0
census_tract,qwen3.5-9b,3087200,27,0.1296,40,67650.0
census_tract,qwen3.5-9b,3087401,16,0.2812,18,37207.0
census_tract,qwen3.5-9b,3087600,26,-0.4103,36,48125.0
census_tract,qwen3.5-9b,3087800,32,-0.3281,40,56633.0
census_tract,qwen3.5-9b,3088001,18,-0.4259,22,42351.0
census_tract,qwen3.5-9b,3088002,20,-0.325,23,73750.0
census_tract,qwen3.5-9b,3088200,37,0.0608,48,50754.0
census_tract,qwen3.5-9b,3088400,36,0.2685,51,38594.0
census_tract,qwen3.5-9b,3088600,59,0.2203,75,57674.0
census_tract,qwen3.5-9b,3088800,71,0.1268,89,55053.0
census_tract,qwen3.5-9b,3089000,79,0.0802,110,72535.0
census_tract,qwen3.5-9b,3089200,45,0.1704,63,
census_tract,qwen3.5-9b,3089400,37,0.3874,55,63125.0
census_tract,qwen3.5-9b,3089600,26,0.1538,29,
census_tract,qwen3.5-9b,3089800,36,0.4444,47,66976.0
census_tract,qwen3.5-9b,3090000,65,0.1256,94,20500.0
census_tract,qwen3.5-9b,3090200,24,-0.1667,31,42612.0
census_tract,qwen3.5-9b,3090600,29,0.5632,38,27908.0
census_tract,qwen3.5-9b,3090800,74,-0.4077,105,44875.0
census_tract,qwen3.5-9b,3091000,42,-0.2262,58,22321.0
census_tract,qwen3.5-9b,3091200,16,-0.125,21,36899.0
census_tract,qwen3.5-9b,3091600,33,-0.2727,37,44825.0
census_tract,qwen3.5-9b,3091800,40,0.0292,47,45942.0
census_tract,qwen3.5-9b,3092000,54,-0.287,73,44978.0
census_tract,qwen3.5-9b,3092200,52,-0.1442,69,50994.0
census_tract,qwen3.5-9b,3092400,43,0.1628,60,37271.0
census_tract,qwen3.5-9b,3092800,36,-0.25,45,82250.0
census_tract,qwen3.5-9b,3093000,28,-0.2024,41,105848.0
census_tract,qwen3.5-9b,3093200,61,-0.3306,80,
census_tract,qwen3.5-9b,3093400,59,-0.0028,80,73321.0
census_tract,qwen3.5-9b,3093600,33,-0.1111,43,79773.0
census_tract,qwen3.5-9b,3093800,28,0.4048,42,61827.0
census_tract,qwen3.5-9b,3094401,113,-0.1726,135,82500.0
census_tract,qwen3.5-9b,3094402,12,0.2083,14,24676.0
census_tract,qwen3.5-9b,3094600,78,0.0427,106,93667.0
census_tract,qwen3.5-9b,3095000,51,0.1046,68,90083.0
census_tract,qwen3.5-9b,3095400,65,-0.2603,87,108309.0
census_tract,qwen3.5-9b,3095600,71,-0.3756,95,85603.0
census_tract,qwen3.5-9b,3095800,47,0.1277,61,66452.0
census_tract,qwen3.5-9b,3096000,61,-0.6189,91,
census_tract,qwen3.5-9b,3096200,53,-0.1069,68,73750.0
census_tract,qwen3.5-9b,3096400,31,0.3118,43,79934.0
census_tract,qwen3.5-9b,3096600,34,0.2471,43,76174.0
census_tract,qwen3.5-9b,3096800,32,0.1094,42,106250.0
census_tract,qwen3.5-9b,3097000,32,-0.2135,44,108864.0
census_tract,qwen3.5-9b,3097400,52,0.141,69,88688.0
census_tract,qwen3.5-9b,3098200,42,0.0516,55,25125.0
census_tract,qwen3.5-9b,3098400,33,0.0909,37,102200.0
census_tract,qwen3.5-9b,3098600,34,0.1127,53,95508.0
census_tract,qwen3.5-9b,3098800,36,-0.0324,49,81985.0
census_tract,qwen3.5-9b,3099000,42,0.0357,62,95326.0
census_tract,qwen3.5-9b,3099200,40,0.0708,53,95597.0
census_tract,qwen3.5-9b,3099400,17,0.1765,23,92738.0
census_tract,qwen3.5-9b,3099600,61,0.3115,78,86426.0
census_tract,qwen3.5-9b,3099800,55,0.0106,76,98153.0
census_tract,qwen3.5-9b,3100400,33,0.0152,39,67063.0
census_tract,qwen3.5-9b,3100600,21,0.5,27,120518.0
census_tract,qwen3.5-9b,3100800,24,-0.0833,32,79250.0
census_tract,qwen3.5-9b,3101000,30,0.05,42,72115.0
census_tract,qwen3.5-9b,3101200,28,-0.0595,37,96726.0
census_tract,qwen3.5-9b,3101400,25,0.2933,39,67961.0
census_tract,qwen3.5-9b,3101600,25,0.2267,37,179803.0
census_tract,qwen3.5-9b,3101800,47,0.0248,67,101996.0
census_tract,qwen3.5-9b,3102000,30,-0.0333,39,138672.0
census_tract,qwen3.5-9b,3102200,43,0.0271,54,84063.0
census_tract,qwen3.5-9b,3102400,32,-0.0104,44,72955.0
census_tract,qwen3.5-9b,3102600,37,0.2658,50,89055.0
census_tract,qwen3.5-9b,3102801,32,-0.0677,46,47063.0
census_tract,qwen3.5-9b,3102802,87,-0.5115,109,
census_tract,qwen3.5-9b,3103401,18,0.25,22,17853.0
census_tract,qwen3.5-9b,3103402,73,-0.5594,98,
census_tract,qwen3.5-9b,3105801,77,-0.1104,103,20988.0
census_tract,qwen3.5-9b,3105804,83,-0.1566,107,38380.0
census_tract,qwen3.5-9b,3107001,279,-0.3638,369,62028.0
census_tract,qwen3.5-9b,3107002,45,-0.6704,57,
census_tract,qwen3.5-9b,3107003,23,-0.5507,35,
census_tract,qwen3.5-9b,3107800,97,-0.3333,125,85947.0
census_tract,qwen3.5-9b,3109800,141,-0.5437,191,71635.0
census_tract,qwen3.5-9b,3110400,227,-0.1938,316,72229.0
census_tract,qwen3.5-9b,3110600,15,0.1333,19,26536.0
census_tract,qwen3.5-9b,3111000,21,0.2381,24,35174.0
census_tract,qwen3.5-9b,3111600,123,-0.2493,169,71021.0
census_tract,qwen3.5-9b,3111800,23,0.3043,33,66838.0
census_tract,qwen3.5-9b,3112000,35,-0.0857,47,72167.0
census_tract,qwen3.5-9b,3112200,34,-0.1029,47,44188.0
census_tract,qwen3.5-9b,3112400,30,0.0111,42,65472.0
census_tract,qwen3.5-9b,3112600,40,0.1625,61,52039.0
census_tract,qwen3.5-9b,3112800,40,0.3625,56,50426.0
census_tract,qwen3.5-9b,3113000,33,0.2374,44,51938.0
census_tract,qwen3.5-9b,3113200,49,-0.148,61,46812.0
census_tract,qwen3.5-9b,3113400,38,-0.5439,57,47994.0
census_tract,qwen3.5-9b,3114201,99,-0.2121,132,39531.0
census_tract,qwen3.5-9b,3114202,32,0.0625,47,57826.0
census_tract,qwen3.5-9b,3114400,103,-0.534,135,82422.0
census_tract,qwen3.5-9b,3114600,29,0.4425,38,82228.0
census_tract,qwen3.5-9b,3115000,32,0.1094,42,71044.0
census_tract,qwen3.5-9b,3115200,27,0.3025,38,58542.0
census_tract,qwen3.5-9b,3115600,39,0.1111,50,
census_tract,qwen3.5-9b,3115800,28,0.4643,45,80091.0
census_tract,qwen3.5-9b,3116000,31,0.2258,38,63839.0
census_tract,qwen3.5-9b,3116200,38,-0.1579,44,72614.0
census_tract,qwen3.5-9b,3116400,33,0.1212,41,76713.0
census_tract,qwen3.5-9b,3116600,28,0.1667,40,42158.0
census_tract,qwen3.5-9b,3116800,31,0.3871,38,86563.0
census_tract,qwen3.5-9b,3117000,39,-0.1026,48,27840.0
census_tract,qwen3.5-9b,3117201,31,0.4301,43,73214.0
census_tract,qwen3.5-9b,3117202,19,0.3816,30,78190.0
census_tract,qwen3.5-9b,3117400,48,0.1042,68,46583.0
census_tract,qwen3.5-9b,3117601,24,-0.125,33,80882.0
census_tract,qwen3.5-9b,3117602,18,-0.2963,26,86848.0
census_tract,qwen3.5-9b,3117800,37,-0.0225,48,59034.0
census_tract,qwen3.5-9b,3118000,40,-0.2583,60,
census_tract,qwen3.5-9b,3118201,19,-0.1316,26,82976.0
census_tract,qwen3.5-9b,3118202,28,0.1964,41,91802.0
census_tract,qwen3.5-9b,3118400,48,0.2986,70,68093.0
census_tract,qwen3.5-9b,3118600,28,0.4762,37,78971.0
census_tract,qwen3.5-9b,3118800,30,0.5556,40,75394.0
census_tract,qwen3.5-9b,3119000,44,-0.2939,61,39733.0
census_tract,qwen3.5-9b,3119200,48,0.1285,64,89286.0
census_tract,qwen3.5-9b,3119400,35,0.3333,46,84332.0
census_tract,qwen3.5-9b,3119600,69,0.3063,98,56513.0
census_tract,qwen3.5-9b,3119800,110,0.2098,146,60289.0
census_tract,qwen3.5-9b,3120000,50,-0.0767,61,47031.0
census_tract,qwen3.5-9b,3120200,62,0.2688,83,100559.0
census_tract,qwen3.5-9b,3120801,37,0.2838,46,109091.0
census_tract,qwen3.5-9b,3120802,9,-0.3333,12,30853.0
census_tract,qwen3.5-9b,3120803,55,-0.2091,67,45125.0
census_tract,qwen3.5-9b,3121000,14,0.4464,21,23136.0
census_tract,qwen3.5-9b,3121400,33,-0.1212,46,38094.0
census_tract,qwen3.5-9b,3122000,161,-0.441,215,83594.0
census_tract,qwen3.5-9b,3123700,59,0.1006,82,55861.0
census_tract,qwen3.5-9b,3150200,109,0.0061,145,132727.0
census_tract,qwen3.5-9b,3152200,83,0.5703,114,215602.0
census_tract,qwen3.5-9b,4000101,62,-0.0323,76,134304.0
census_tract,qwen3.5-9b,4000102,20,-0.225,24,213135.0
census_tract,qwen3.5-9b,4000103,10,-0.5,11,
census_tract,qwen3.5-9b,4000104,78,-0.2436,100,
census_tract,qwen3.5-9b,4000200,13,-0.3692,21,84643.0
census_tract,qwen3.5-9b,4000400,36,-0.0231,54,74107.0
census_tract,qwen3.5-9b,4000600,28,-0.3036,36,101042.0
census_tract,qwen3.5-9b,4000701,54,0.4907,70,136875.0
census_tract,qwen3.5-9b,4000702,40,0.2083,54,132368.0
census_tract,qwen3.5-9b,4000800,22,-0.1364,28,111856.0
census_tract,qwen3.5-9b,4001000,11,0.4545,14,85625.0
census_tract,qwen3.5-9b,4001200,21,-0.4365,30,86524.0
census_tract,qwen3.5-9b,4001400,32,0.0885,41,80456.0
census_tract,qwen3.5-9b,4001600,19,0.0877,26,77500.0
census_tract,qwen3.5-9b,4001800,25,-0.0333,37,118694.0
census_tract,qwen3.5-9b,4001901,26,0.3077,31,232109.0
census_tract,qwen3.5-9b,4001902,44,0.3693,67,171458.0
census_tract,qwen3.5-9b,4001903,108,-0.2099,142,172986.0
census_tract,qwen3.5-9b,4002000,34,0.0343,44,138750.0
census_tract,qwen3.5-9b,4002200,20,0.4667,27,71667.0
census_tract,qwen3.5-9b,4002400,18,0.3056,21,88421.0
census_tract,qwen3.5-9b,4002500,26,0.0192,29,26044.0
census_tract,qwen3.5-9b,4002600,19,0.2193,26,135267.0
census_tract,qwen3.5-9b,4002800,38,0.0702,51,89545.0
census_tract,qwen3.5-9b,4003000,16,0.1771,22,120417.0
census_tract,qwen3.5-9b,4003100,24,0.2847,32,121908.0
census_tract,qwen3.5-9b,4003200,26,-0.0577,36,130160.0
census_tract,qwen3.5-9b,4003301,28,-0.0238,40,152056.0
census_tract,qwen3.5-9b,4003302,43,-0.2636,56,80385.0
census_tract,qwen3.5-9b,4003400,37,0.1486,50,74922.0
census_tract,qwen3.5-9b,4003600,29,0.0172,40,64459.0
census_tract,qwen3.5-9b,4003700,16,0.25,19,
census_tract,qwen3.5-9b,4003800,36,0.0093,48,86146.0
census_tract,qwen3.5-9b,4003900,18,-0.2778,23,59988.0
census_tract,qwen3.5-9b,4004001,27,-0.1407,40,92500.0
census_tract,qwen3.5-9b,4004002,28,-0.3036,35,49379.0
census_tract,qwen3.5-9b,4004200,36,0.1852,42,67270.0
census_tract,qwen3.5-9b,4004300,25,0.02,33,26814.0
census_tract,qwen3.5-9b,4004401,53,0.195,72,61920.0
census_tract,qwen3.5-9b,4004500,35,-0.1286,46,97462.0
census_tract,qwen3.5-9b,4004700,17,0.9706,24,56333.0
census_tract,qwen3.5-9b,4005000,5,0.2,8,
census_tract,qwen3.5-9b,4005100,17,-0.1471,23,90104.0
census_tract,qwen3.5-9b,4005200,25,0.128,39,76300.0
census_tract,qwen3.5-9b,4005300,23,0.1304,35,113816.0
census_tract,qwen3.5-9b,4005400,77,0.2338,106,78633.0
census_tract,qwen3.5-9b,4005500,22,-0.1818,32,81310.0
census_tract,qwen3.5-9b,4005700,18,-0.037,24,94142.0
census_tract,qwen3.5-9b,4005800,93,0.0448,126,91875.0
census_tract,qwen3.5-9b,4005900,22,0.0909,25,76813.0
census_tract,qwen3.5-9b,4006100,22,0.3409,26,106413.0
census_tract,qwen3.5-9b,4006201,62,-0.2446,83,61954.0
census_tract,qwen3.5-9b,4006202,232,-0.2805,309,91902.0
census_tract,qwen3.5-9b,4006300,22,0.7841,29,137746.0
census_tract,qwen3.5-9b,4006501,18,0.537,25,94628.0
census_tract,qwen3.5-9b,4006502,13,0.9744,20,80539.0
census_tract,qwen3.5-9b,4006900,25,0.4067,36,121526.0
census_tract,qwen3.5-9b,4007100,19,0.4211,22,89562.0
census_tract,qwen3.5-9b,4007300,13,0.1026,17,101691.0
census_tract,qwen3.5-9b,4007500,9,0.8889,11,79634.0
census_tract,qwen3.5-9b,4007700,17,0.4412,25,139267.0
census_tract,qwen3.5-9b,4007900,32,0.2031,46,111875.0
census_tract,qwen3.5-9b,4008100,13,0.1923,20,122798.0
census_tract,qwen3.5-9b,4008300,20,0.1417,26,94803.0
census_tract,qwen3.5-9b,4008500,24,-0.0625,30,82708.0
census_tract,qwen3.5-9b,4008600,51,0.0425,70,89667.0
census_tract,qwen3.5-9b,4008700,12,-0.0278,20,
census_tract,qwen3.5-9b,4008800,60,0.0056,78,127313.0
census_tract,qwen3.5-9b,4009100,17,0.1176,19,99070.0
census_tract,qwen3.5-9b,4009400,33,0.1253,46,73636.0
census_tract,qwen3.5-9b,4009500,42,0.1151,62,127946.0
census_tract,qwen3.5-9b,4009600,32,0.4479,40,124423.0
census_tract,qwen3.5-9b,4009700,23,-0.0652,29,121088.0
census_tract,qwen3.5-9b,4009800,9,0.1111,14,84458.0
census_tract,qwen3.5-9b,4009900,14,-0.6429,16,
census_tract,qwen3.5-9b,4010000,37,0.1351,47,114327.0
census_tract,qwen3.5-9b,4010100,25,0.16,36,147308.0
census_tract,qwen3.5-9b,4010200,32,0.3438,49,107270.0
census_tract,qwen3.5-9b,4010300,22,0.4394,31,84821.0
census_tract,qwen3.5-9b,4010400,24,0.5417,29,95781.0
census_tract,qwen3.5-9b,4010500,39,-0.2521,51,65233.0
census_tract,qwen3.5-9b,4010600,26,0.4359,38,121250.0
census_tract,qwen3.5-9b,4010800,23,0.3261,33,108299.0
