layer,model,boroct2020,n_images,mean_score,comparisons,median_income
census_tract,qwen3.5-9b,1000201,35,0.1143,47,37353.0
census_tract,qwen3.5-9b,1000202,154,-0.0325,208,36688.0
census_tract,qwen3.5-9b,1000600,115,0.3899,160,36893.0
census_tract,qwen3.5-9b,1000700,134,0.2425,179,190388.0
census_tract,qwen3.5-9b,1000800,216,0.0949,288,31262.0
census_tract,qwen3.5-9b,1000900,134,0.3669,175,
census_tract,qwen3.5-9b,1001001,67,-0.0746,84,140000.0
census_tract,qwen3.5-9b,1001002,87,-0.0144,112,23796.0
census_tract,qwen3.5-9b,1001200,107,0.1713,149,114318.0
census_tract,qwen3.5-9b,1001300,184,0.6798,255,171923.0
census_tract,qwen3.5-9b,1001401,42,0.619,56,103750.0
census_tract,qwen3.5-9b,1001402,107,0.6416,149,90469.0
census_tract,qwen3.5-9b,1001501,234,0.3308,332,125712.0
census_tract,qwen3.5-9b,1001502,111,0.7965,150,204310.0
census_tract,qwen3.5-9b,1001600,171,0.7227,217,35875.0
census_tract,qwen3.5-9b,1001800,230,0.8764,300,76726.0
census_tract,qwen3.5-9b,1002000,72,-0.0556,102,30792.0
census_tract,qwen3.5-9b,1002100,139,0.8988,188,
census_tract,qwen3.5-9b,1002201,52,0.3365,67,39961.0
census_tract,qwen3.5-9b,1002202,32,0.8542,35,151711.0
census_tract,qwen3.5-9b,1002400,88,0.0,117,21092.0
census_tract,qwen3.5-9b,1002500,92,0.1005,124,20597.0
census_tract,qwen3.5-9b,1002601,50,0.6883,72,30350.0
census_tract,qwen3.5-9b,1002602,50,0.515,63,89970.0
census_tract,qwen3.5-9b,1002700,31,0.6505,44,124063.0
census_tract,qwen3.5-9b,1002800,72,0.4375,96,70691.0
census_tract,qwen3.5-9b,1002901,75,0.3267,96,11094.0
census_tract,qwen3.5-9b,1002902,61,0.9399,87,
census_tract,qwen3.5-9b,1003001,60,0.6056,84,88889.0
census_tract,qwen3.5-9b,1003002,45,0.8163,66,74691.0
census_tract,qwen3.5-9b,1003100,111,0.8252,151,189250.0
census_tract,qwen3.5-9b,1003200,72,0.8194,96,101294.0
census_tract,qwen3.5-9b,1003300,242,0.8585,320,
census_tract,qwen3.5-9b,1003400,63,0.922,81,121413.0
census_tract,qwen3.5-9b,1003601,64,0.5729,83,57000.0
census_tract,qwen3.5-9b,1003602,58,0.8075,82,155000.0
census_tract,qwen3.5-9b,1003700,269,0.2749,371,
census_tract,qwen3.5-9b,1003800,105,0.6921,140,78220.0
census_tract,qwen3.5-9b,1003900,216,0.6963,275,202542.0
census_tract,qwen3.5-9b,1004001,40,0.8708,54,150661.0
census_tract,qwen3.5-9b,1004002,58,0.6937,87,196833.0
census_tract,qwen3.5-9b,1004100,113,0.8695,148,101893.0
census_tract,qwen3.5-9b,1004200,82,0.8953,106,131083.0
census_tract,qwen3.5-9b,1004300,70,1.0833,97,122730.0
census_tract,qwen3.5-9b,1004400,175,0.1543,239,153280.0
census_tract,qwen3.5-9b,1004500,55,1.1727,77,170714.0
census_tract,qwen3.5-9b,1004700,93,0.991,113,148750.0
census_tract,qwen3.5-9b,1004800,109,0.4924,149,161973.0
census_tract,qwen3.5-9b,1004900,113,0.9484,153,146967.0
census_tract,qwen3.5-9b,1005000,113,0.8326,137,205250.0
census_tract,qwen3.5-9b,1005200,96,0.9566,121,238750.0
census_tract,qwen3.5-9b,1005400,84,0.8998,109,124732.0
census_tract,qwen3.5-9b,1005501,74,0.5811,96,214306.0
census_tract,qwen3.5-9b,1005502,70,1.0071,84,179844.0
census_tract,qwen3.5-9b,1005600,111,1.003,156,183068.0
census_tract,qwen3.5-9b,1005700,50,0.86,68,201116.0
census_tract,qwen3.5-9b,1005800,112,1.0558,151,206827.0
census_tract,qwen3.5-9b,1005900,49,0.8027,61,181375.0
census_tract,qwen3.5-9b,1006000,86,-0.1221,107,202600.0
census_tract,qwen3.5-9b,1006100,45,1.1152,68,179167.0
census_tract,qwen3.5-9b,1006200,217,-0.1608,292,104255.0
census_tract,qwen3.5-9b,1006300,93,0.7885,124,173995.0
census_tract,qwen3.5-9b,1006400,116,0.857,161,130385.0
census_tract,qwen3.5-9b,1006500,127,0.752,183,133781.0
census_tract,qwen3.5-9b,1006600,90,0.5833,122,101990.0
census_tract,qwen3.5-9b,1006700,103,0.767,131,131304.0
census_tract,qwen3.5-9b,1006800,115,0.9854,163,128919.0
census_tract,qwen3.5-9b,1006900,113,0.5147,144,238563.0
census_tract,qwen3.5-9b,1007001,47,0.5833,64,163287.0
census_tract,qwen3.5-9b,1007002,67,0.5672,91,154965.0
census_tract,qwen3.5-9b,1007100,96,0.7786,131,150449.0
census_tract,qwen3.5-9b,1007200,123,0.876,162,136979.0
census_tract,qwen3.5-9b,1007300,124,0.9368,167,175590.0
census_tract,qwen3.5-9b,1007400,118,0.6935,172,215511.0
census_tract,qwen3.5-9b,1007500,115,0.5913,145,187647.0
census_tract,qwen3.5-9b,1007600,100,1.0433,143,193644.0
census_tract,qwen3.5-9b,1007700,102,0.5735,129,230044.0
census_tract,qwen3.5-9b,1007800,174,0.5048,246,134092.0
census_tract,qwen3.5-9b,1007900,187,0.6186,267,200079.0
census_tract,qwen3.5-9b,1008000,107,0.909,141,177105.0
census_tract,qwen3.5-9b,1008100,90,0.75,117,134538.0
census_tract,qwen3.5-9b,1008200,116,0.9353,156,162143.0
census_tract,qwen3.5-9b,1008300,75,0.5689,102,75000.0
census_tract,qwen3.5-9b,1008400,109,0.996,148,231546.0
census_tract,qwen3.5-9b,1008601,172,-0.0271,221,145054.0
census_tract,qwen3.5-9b,1008602,111,-0.5961,141,
census_tract,qwen3.5-9b,1008603,142,0.3592,180,200735.0
census_tract,qwen3.5-9b,1008700,89,0.9813,114,150384.0
census_tract,qwen3.5-9b,1008800,109,0.5856,141,112782.0
census_tract,qwen3.5-9b,1008900,80,0.6062,105,102260.0
census_tract,qwen3.5-9b,1009000,87,1.0498,111,156381.0
census_tract,qwen3.5-9b,1009100,83,0.8845,119,160866.0
census_tract,qwen3.5-9b,1009200,128,0.7728,176,166638.0
census_tract,qwen3.5-9b,1009300,83,0.7751,119,122586.0
census_tract,qwen3.5-9b,1009400,115,0.7862,151,81875.0
census_tract,qwen3.5-9b,1009500,76,0.9846,103,222321.0
census_tract,qwen3.5-9b,1009600,98,1.1786,124,
census_tract,qwen3.5-9b,1009700,90,0.187,113,71537.0
census_tract,qwen3.5-9b,1009800,96,0.875,121,171745.0
census_tract,qwen3.5-9b,1009901,222,0.2586,300,
census_tract,qwen3.5-9b,1009902,97,0.3136,127,162845.0
census_tract,qwen3.5-9b,1009903,177,0.3493,238,187596.0
census_tract,qwen3.5-9b,1010000,109,1.065,152,99875.0
census_tract,qwen3.5-9b,1010100,102,1.0188,138,108304.0
census_tract,qwen3.5-9b,1010200,121,0.9566,151,
census_tract,qwen3.5-9b,1010300,92,0.49,120,180200.0
census_tract,qwen3.5-9b,1010400,93,0.9516,118,193026.0
census_tract,qwen3.5-9b,1010601,100,-0.0523,137,249091.0
census_tract,qwen3.5-9b,1010602,160,-0.2052,214,207717.0
census_tract,qwen3.5-9b,1010801,39,0.641,53,160719.0
census_tract,qwen3.5-9b,1010802,57,0.4474,75,134004.0
census_tract,qwen3.5-9b,1010803,45,0.8481,63,119178.0
census_tract,qwen3.5-9b,1010900,108,1.021,147,163542.0
census_tract,qwen3.5-9b,1011000,160,0.5948,204,150164.0
census_tract,qwen3.5-9b,1011100,109,0.6064,147,104451.0
census_tract,qwen3.5-9b,1011201,77,1.039,107,163750.0
census_tract,qwen3.5-9b,1011202,66,0.928,95,211563.0
census_tract,qwen3.5-9b,1011203,65,0.9667,84,167083.0
census_tract,qwen3.5-9b,1011300,71,1.2477,101,93750.0
census_tract,qwen3.5-9b,1011401,53,1.0063,73,155809.0
census_tract,qwen3.5-9b,1011402,71,0.7218,89,206818.0
census_tract,qwen3.5-9b,1011500,96,0.434,127,138750.0
census_tract,qwen3.5-9b,1011600,138,-0.2711,189,90212.0
census_tract,qwen3.5-9b,1011700,118,-0.1031,159,116048.0
census_tract,qwen3.5-9b,1011800,102,0.5376,141,139332.0
census_tract,qwen3.5-9b,1011900,82,1.0833,105,18050.0
census_tract,qwen3.5-9b,1012000,100,0.7467,133,192644.0
census_tract,qwen3.5-9b,1012101,46,0.7899,61,63690.0
census_tract,qwen3.5-9b,1012102,46,0.5616,71,62727.0
census_tract,qwen3.5-9b,1012200,97,0.921,132,222909.0
census_tract,qwen3.5-9b,1012400,135,0.3981,181,120709.0
census_tract,qwen3.5-9b,1012500,88,0.8153,125,171250.0
census_tract,qwen3.5-9b,1012601,59,0.7797,83,136781.0
census_tract,qwen3.5-9b,1012602,69,0.8961,86,232600.0
census_tract,qwen3.5-9b,1012700,76,0.6776,102,120214.0
census_tract,qwen3.5-9b,1012800,118,0.9802,152,220256.0
census_tract,qwen3.5-9b,1012901,92,0.5299,133,110917.0
census_tract,qwen3.5-9b,1012902,94,0.3706,123,128625.0
census_tract,qwen3.5-9b,1013000,120,0.9319,159,212414.0
census_tract,qwen3.5-9b,1013100,76,0.9465,101,136346.0
census_tract,qwen3.5-9b,1013201,46,0.6667,70,162054.0
census_tract,qwen3.5-9b,1013202,47,0.2447,58,101836.0
census_tract,qwen3.5-9b,1013203,46,0.9819,61,122083.0
census_tract,qwen3.5-9b,1013300,81,0.7695,100,156829.0
census_tract,qwen3.5-9b,1013400,113,0.8687,160,122163.0
census_tract,qwen3.5-9b,1013501,105,0.1606,143,99265.0
census_tract,qwen3.5-9b,1013502,188,0.1795,238,95693.0
census_tract,qwen3.5-9b,1013601,54,-0.2222,64,
census_tract,qwen3.5-9b,1013602,24,0.7014,33,188628.0
census_tract,qwen3.5-9b,1013603,44,0.6742,65,171912.0
census_tract,qwen3.5-9b,1013604,43,0.9457,56,168970.0
census_tract,qwen3.5-9b,1013700,123,1.0257,167,167929.0
census_tract,qwen3.5-9b,1013800,107,0.8857,137,141343.0
census_tract,qwen3.5-9b,1013900,103,0.8407,149,108071.0
census_tract,qwen3.5-9b,1014000,114,0.9117,155,220066.0
census_tract,qwen3.5-9b,1014200,119,0.9538,149,
census_tract,qwen3.5-9b,1014300,397,0.3305,523,
census_tract,qwen3.5-9b,1014401,50,0.72,73,202966.0
census_tract,qwen3.5-9b,1014402,127,-0.0925,163,163086.0
census_tract,qwen3.5-9b,1014500,96,0.7257,129,186389.0
census_tract,qwen3.5-9b,1014601,30,1.0833,39,139000.0
census_tract,qwen3.5-9b,1014602,66,0.928,93,132457.0
census_tract,qwen3.5-9b,1014700,27,-0.0617,35,202250.0
census_tract,qwen3.5-9b,1014801,41,1.0244,54,202670.0
census_tract,qwen3.5-9b,1014802,60,0.7917,78,179304.0
census_tract,qwen3.5-9b,1014900,98,0.6922,127,184896.0
census_tract,qwen3.5-9b,1015001,41,0.9329,56,194659.0
census_tract,qwen3.5-9b,1015002,66,0.9268,90,243480.0
census_tract,qwen3.5-9b,1015101,45,0.3556,55,44107.0
census_tract,qwen3.5-9b,1015102,161,0.1801,214,163274.0
census_tract,qwen3.5-9b,1015200,165,0.3638,228,114940.0
census_tract,qwen3.5-9b,1015301,35,0.6857,48,186949.0
census_tract,qwen3.5-9b,1015302,74,0.7973,101,189453.0
census_tract,qwen3.5-9b,1015401,41,0.6992,57,122860.0
census_tract,qwen3.5-9b,1015402,28,0.7857,39,147589.0
census_tract,qwen3.5-9b,1015403,32,0.5719,45,129848.0
census_tract,qwen3.5-9b,1015501,24,0.6042,27,186563.0
census_tract,qwen3.5-9b,1015502,75,0.16,108,177841.0
census_tract,qwen3.5-9b,1015601,43,0.6124,53,127741.0
census_tract,qwen3.5-9b,1015602,50,0.2667,58,75147.0
census_tract,qwen3.5-9b,1015700,93,0.8047,117,163712.0
census_tract,qwen3.5-9b,1015801,70,0.8095,89,177750.0
census_tract,qwen3.5-9b,1015802,26,0.6154,36,95391.0
census_tract,qwen3.5-9b,1015900,97,0.5395,132,156830.0
census_tract,qwen3.5-9b,1016001,86,0.7345,116,
census_tract,qwen3.5-9b,1016002,29,0.8103,36,121216.0
census_tract,qwen3.5-9b,1016100,77,0.8972,113,179179.0
census_tract,qwen3.5-9b,1016200,244,0.2002,324,21942.0
census_tract,qwen3.5-9b,1016300,177,0.346,239,137829.0
census_tract,qwen3.5-9b,1016400,87,0.5421,114,26544.0
census_tract,qwen3.5-9b,1016500,101,0.835,141,213661.0
census_tract,qwen3.5-9b,1016600,88,0.3807,112,50231.0
census_tract,qwen3.5-9b,1016700,170,0.598,221,
census_tract,qwen3.5-9b,1016800,108,0.294,147,38833.0
census_tract,qwen3.5-9b,1016900,117,0.8205,150,184268.0
census_tract,qwen3.5-9b,1017000,110,0.7061,156,40027.0
census_tract,qwen3.5-9b,1017100,138,0.6147,168,149587.0
census_tract,qwen3.5-9b,1017200,110,0.5258,145,34024.0
census_tract,qwen3.5-9b,1017300,109,0.7523,141,162625.0
census_tract,qwen3.5-9b,1017401,78,0.453,102,37975.0
census_tract,qwen3.5-9b,1017402,32,0.3698,41,81364.0
census_tract,qwen3.5-9b,1017500,122,0.5164,157,154118.0
census_tract,qwen3.5-9b,1017700,92,0.6024,123,108429.0
census_tract,qwen3.5-9b,1017800,139,0.1223,185,56875.0
census_tract,qwen3.5-9b,1017900,162,0.4979,209,168859.0
census_tract,qwen3.5-9b,1018000,112,0.6119,146,50560.0
census_tract,qwen3.5-9b,1018100,98,0.7585,123,114966.0
census_tract,qwen3.5-9b,1018200,80,0.6875,97,38942.0
census_tract,qwen3.5-9b,1018300,201,0.5174,285,149367.0
census_tract,qwen3.5-9b,1018400,84,0.6171,115,51866.0
census_tract,qwen3.5-9b,1018500,45,0.5222,59,162188.0
census_tract,qwen3.5-9b,1018600,44,0.7947,70,50862.0
census_tract,qwen3.5-9b,1018700,150,0.4858,193,145459.0
census_tract,qwen3.5-9b,1018800,95,0.6158,131,27237.0
census_tract,qwen3.5-9b,1018900,128,0.5931,167,44263.0
census_tract,qwen3.5-9b,1019000,68,0.6324,88,121438.0
census_tract,qwen3.5-9b,1019100,171,0.6413,222,142500.0
census_tract,qwen3.5-9b,1019200,229,-0.3057,310,19525.0
census_tract,qwen3.5-9b,1019300,105,0.5206,134,67090.0
census_tract,qwen3.5-9b,1019400,118,0.4624,159,45750.0
census_tract,qwen3.5-9b,1019500,145,0.5282,194,122103.0
census_tract,qwen3.5-9b,1019600,118,0.4181,152,28069.0
census_tract,qwen3.5-9b,1019701,90,0.5824,122,57292.0
census_tract,qwen3.5-9b,1019702,35,0.6095,45,111250.0
census_tract,qwen3.5-9b,1019800,88,0.5814,118,108250.0
census_tract,qwen3.5-9b,1019900,143,0.6783,186,83929.0
census_tract,qwen3.5-9b,1020000,68,0.8419,88,57034.0
census_tract,qwen3.5-9b,1020101,27,0.9506,32,152250.0
census_tract,qwen3.5-9b,1020102,42,0.5119,48,83375.0
census_tract,qwen3.5-9b,1020300,84,0.6905,107,67528.0
census_tract,qwen3.5-9b,1020500,183,0.459,239,196576.0
census_tract,qwen3.5-9b,1020600,71,0.3627,92,50864.0
census_tract,qwen3.5-9b,1020701,25,0.78,31,92788.0
census_tract,qwen3.5-9b,1020800,71,0.6291,90,73197.0
census_tract,qwen3.5-9b,1020901,72,0.8715,97,25357.0
census_tract,qwen3.5-9b,1021000,213,-0.302,271,43645.0
census_tract,qwen3.5-9b,1021100,234,0.3038,333,65753.0
census_tract,qwen3.5-9b,1021200,81,0.2593,112,69702.0
census_tract,qwen3.5-9b,1021303,78,0.5248,105,57119.0
census_tract,qwen3.5-9b,1021400,50,0.2093,76,51068.0
census_tract,qwen3.5-9b,1021500,48,0.5139,67,56884.0
census_tract,qwen3.5-9b,1021600,84,0.8611,122,73831.0
census_tract,qwen3.5-9b,1021703,73,0.282,96,
census_tract,qwen3.5-9b,1021800,104,0.6651,132,47193.0
census_tract,qwen3.5-9b,1021900,185,0.2387,251,21938.0
census_tract,qwen3.5-9b,1022000,86,0.9826,110,74151.0
census_tract,qwen3.5-9b,1022102,62,0.6774,75,67669.0
census_tract,qwen3.5-9b,1022200,100,0.965,133,84071.0
census_tract,qwen3.5-9b,1022301,114,0.1594,157,50668.0
census_tract,qwen3.5-9b,1022302,55,-0.0909,68,50238.0
census_tract,qwen3.5-9b,1022400,79,0.8776,109,19326.0
census_tract,qwen3.5-9b,1022500,139,0.2878,170,53424.0
census_tract,qwen3.5-9b,1022600,76,0.6294,99,86559.0
census_tract,qwen3.5-9b,1022700,89,0.5674,122,63574.0
census_tract,qwen3.5-9b,1022800,97,0.7131,127,63413.0
census_tract,qwen3.5-9b,1022900,110,0.5409,140,60346.0
census_tract,qwen3.5-9b,1023000,64,0.5547,98,27860.0
census_tract,qwen3.5-9b,1023100,98,0.7364,126,69949.0
census_tract,qwen3.5-9b,1023200,96,0.3854,123,27967.0
census_tract,qwen3.5-9b,1023300,134,0.245,176,84927.0
census_tract,qwen3.5-9b,1023400,56,0.497,66,62346.0
census_tract,qwen3.5-9b,1023501,112,0.5098,152,71893.0
census_tract,qwen3.5-9b,1023502,30,0.5,36,44491.0
census_tract,qwen3.5-9b,1023600,207,0.0394,277,43679.0
census_tract,qwen3.5-9b,1023700,173,0.11,230,60404.0
census_tract,qwen3.5-9b,1023802,59,-0.1412,77,100870.0
census_tract,qwen3.5-9b,1023803,33,0.0303,44,80724.0
census_tract,qwen3.5-9b,1023804,85,0.2431,116,183536.0
census_tract,qwen3.5-9b,1023900,46,0.6848,61,48816.0
census_tract,qwen3.5-9b,1024000,716,-0.4254,940,
census_tract,qwen3.5-9b,1024100,177,0.2881,237,59500.0
census_tract,qwen3.5-9b,1024200,367,-0.2506,493,42617.0
census_tract,qwen3.5-9b,1024301,51,0.6013,67,74226.0
census_tract,qwen3.5-9b,1024302,242,-0.072,325,23574.0
census_tract,qwen3.5-9b,1024500,92,0.7518,130,51403.0
census_tract,qwen3.5-9b,1024700,147,-0.1553,188,83605.0
census_tract,qwen3.5-9b,1024900,35,0.3714,44,68000.0
census_tract,qwen3.5-9b,1025100,73,0.5788,97,37839.0
census_tract,qwen3.5-9b,1025300,103,0.6319,145,72763.0
census_tract,qwen3.5-9b,1025500,339,-0.3176,458,78315.0
census_tract,qwen3.5-9b,1025700,115,0.679,157,104033.0
census_tract,qwen3.5-9b,1025900,38,0.8114,51,79429.0
census_tract,qwen3.5-9b,1026100,149,0.0206,213,40352.0
census_tract,qwen3.5-9b,1026300,148,-0.2224,220,67024.0
census_tract,qwen3.5-9b,1026500,319,-0.6343,419,92434.0
census_tract,qwen3.5-9b,1026700,20,0.5,21,51250.0
census_tract,qwen3.5-9b,1026900,89,0.4775,117,52389.0
census_tract,qwen3.5-9b,1027100,102,0.6487,138,71595.0
census_tract,qwen3.5-9b,1027300,76,0.4682,102,122654.0
census_tract,qwen3.5-9b,1027500,200,-0.7054,271,170000.0
census_tract,qwen3.5-9b,1027700,56,0.5476,75,58086.0
census_tract,qwen3.5-9b,1027900,84,0.3264,112,68596.0
census_tract,qwen3.5-9b,1028100,40,0.1458,59,143194.0
census_tract,qwen3.5-9b,1028300,88,0.197,112,64803.0
census_tract,qwen3.5-9b,1028500,50,0.62,56,51026.0
census_tract,qwen3.5-9b,1028700,315,-0.1088,422,89476.0
census_tract,qwen3.5-9b,1029100,78,0.4265,112,62348.0
census_tract,qwen3.5-9b,1029300,76,0.6535,98,35987.0
census_tract,qwen3.5-9b,1029500,63,0.4418,81,87108.0
census_tract,qwen3.5-9b,1029700,193,-0.6632,264,
census_tract,qwen3.5-9b,1029900,177,-0.1365,239,34731.0
census_tract,qwen3.5-9b,1030300,79,0.5084,110,94208.0
census_tract,qwen3.5-9b,1030700,34,0.3725,48,108073.0
census_tract,qwen3.5-9b,1030900,151,-0.0727,205,40438.0
census_tract,qwen3.5-9b,1031100,453,-0.3208,594,
census_tract,qwen3.5-9b,1031703,136,0.8425,196,
census_tract,qwen3.5-9b,1031704,140,0.4679,188,218917.0
census_tract,qwen3.5-9b,1031900,43,-1.4845,59,
census_tract,qwen3.5-9b,2000200,133,-0.2331,161,123729.0
census_tract,qwen3.5-9b,2000400,151,-0.2058,188,105924.0
census_tract,qwen3.5-9b,2001600,135,-0.0062,180,52147.0
census_tract,qwen3.5-9b,2001901,120,0.0375,162,58083.0
census_tract,qwen3.5-9b,2001902,371,-0.4045,490,48953.0
census_tract,qwen3.5-9b,2001903,217,-0.5399,277,
census_tract,qwen3.5-9b,2002001,32,0.2135,41,22311.0
census_tract,qwen3.5-9b,2002002,65,0.1526,93,18649.0
census_tract,qwen3.5-9b,2002300,32,0.2448,43,16332.0
census_tract,qwen3.5-9b,2002400,67,-0.505,102,
census_tract,qwen3.5-9b,2002500,49,0.5986,63,35582.0
census_tract,qwen3.5-9b,2002701,26,0.0449,34,20266.0
census_tract,qwen3.5-9b,2002702,45,0.2074,58,30895.0
census_tract,qwen3.5-9b,2002800,184,-0.3422,268,58068.0
census_tract,qwen3.5-9b,2003100,68,-0.0257,88,59297.0
census_tract,qwen3.5-9b,2003300,47,0.2695,67,31289.0
census_tract,qwen3.5-9b,2003500,68,0.0588,87,36569.0
census_tract,qwen3.5-9b,2003700,17,0.0294,23,53029.0
census_tract,qwen3.5-9b,2003800,32,0.0833,44,54214.0
census_tract,qwen3.5-9b,2003900,71,0.6338,98,25625.0
census_tract,qwen3.5-9b,2004001,46,0.163,63,78935.0
census_tract,qwen3.5-9b,2004100,53,0.3459,74,14592.0
census_tract,qwen3.5-9b,2004200,203,-0.1691,260,55404.0
census_tract,qwen3.5-9b,2004300,88,0.3845,124,23393.0
census_tract,qwen3.5-9b,2004400,78,-0.0897,110,24375.0
census_tract,qwen3.5-9b,2004600,59,-0.2429,73,30714.0
census_tract,qwen3.5-9b,2004800,61,-0.3005,79,35870.0
census_tract,qwen3.5-9b,2005001,35,0.2333,52,33632.0
census_tract,qwen3.5-9b,2005002,33,0.303,47,34688.0
census_tract,qwen3.5-9b,2005100,239,0.0153,308,25851.0
census_tract,qwen3.5-9b,2005200,49,-0.0034,67,39743.0
census_tract,qwen3.5-9b,2005300,50,-0.5733,65,20608.0
census_tract,qwen3.5-9b,2005400,54,0.1481,72,54884.0
census_tract,qwen3.5-9b,2005600,41,0.1951,56,41684.0
census_tract,qwen3.5-9b,2005902,26,-0.0962,31,51364.0
census_tract,qwen3.5-9b,2006000,178,-0.3961,237,78269.0
census_tract,qwen3.5-9b,2006100,50,-0.12,63,72123.0
census_tract,qwen3.5-9b,2006200,96,-0.1181,119,27453.0
census_tract,qwen3.5-9b,2006301,398,-0.307,533,59924.0
census_tract,qwen3.5-9b,2006302,62,-0.125,85,
census_tract,qwen3.5-9b,2006400,90,-0.0926,120,41429.0
census_tract,qwen3.5-9b,2006500,86,0.4516,116,22740.0
census_tract,qwen3.5-9b,2006700,56,0.2946,71,30191.0
census_tract,qwen3.5-9b,2006800,66,-0.0669,89,32550.0
census_tract,qwen3.5-9b,2006900,66,0.1174,81,26608.0
census_tract,qwen3.5-9b,2007000,62,0.2823,79,40417.0
census_tract,qwen3.5-9b,2007100,73,0.3573,98,23148.0
census_tract,qwen3.5-9b,2007200,91,-0.1062,123,58244.0
census_tract,qwen3.5-9b,2007300,43,0.0969,54,29978.0
census_tract,qwen3.5-9b,2007400,41,-0.1179,61,69363.0
census_tract,qwen3.5-9b,2007500,78,0.1132,99,34259.0
census_tract,qwen3.5-9b,2007600,60,0.0472,84,53320.0
census_tract,qwen3.5-9b,2007700,45,0.2963,61,50733.0
census_tract,qwen3.5-9b,2007800,138,-0.0809,189,47216.0
census_tract,qwen3.5-9b,2007900,87,0.1264,114,43081.0
census_tract,qwen3.5-9b,2008300,86,0.345,122,48634.0
census_tract,qwen3.5-9b,2008400,53,-0.2516,68,63631.0
census_tract,qwen3.5-9b,2008500,61,0.2404,78,41535.0
census_tract,qwen3.5-9b,2008600,39,-0.0812,59,22671.0
census_tract,qwen3.5-9b,2008700,87,0.1849,133,40188.0
census_tract,qwen3.5-9b,2008900,45,0.5333,55,35914.0
census_tract,qwen3.5-9b,2009000,372,-0.6147,500,36806.0
census_tract,qwen3.5-9b,2009200,208,-0.1405,269,58717.0
census_tract,qwen3.5-9b,2009301,293,-0.2892,412,50962.0
census_tract,qwen3.5-9b,2009302,398,-0.7785,521,
census_tract,qwen3.5-9b,2009600,170,-0.2927,235,47212.0
census_tract,qwen3.5-9b,2009800,257,-0.2685,330,97896.0
census_tract,qwen3.5-9b,2011000,306,-0.628,402,
census_tract,qwen3.5-9b,2011502,176,-0.3403,233,30922.0
census_tract,qwen3.5-9b,2011701,93,-0.6129,127,36857.0
census_tract,qwen3.5-9b,2011702,94,-1.1631,134,
census_tract,qwen3.5-9b,2011800,235,-0.2103,304,93319.0
census_tract,qwen3.5-9b,2011900,60,0.1569,77,44122.0
census_tract,qwen3.5-9b,2012101,45,0.3148,59,34464.0
census_tract,qwen3.5-9b,2012102,19,0.193,25,28200.0
census_tract,qwen3.5-9b,2012300,109,-0.2171,146,36435.0
census_tract,qwen3.5-9b,2012500,59,0.0071,78,55772.0
census_tract,qwen3.5-9b,2012701,48,0.3611,63,34688.0
census_tract,qwen3.5-9b,2012901,71,0.2446,106,39409.0
census_tract,qwen3.5-9b,2013000,61,-0.377,86,59595.0
census_tract,qwen3.5-9b,2013100,76,0.2829,100,19760.0
census_tract,qwen3.5-9b,2013200,168,0.0329,226,107563.0
census_tract,qwen3.5-9b,2013300,30,0.5778,39,28560.0
census_tract,qwen3.5-9b,2013500,50,0.2033,69,26125.0
census_tract,qwen3.5-9b,2013800,413,-0.5527,560,92567.0
census_tract,qwen3.5-9b,2014100,68,0.3676,89,38816.0
census_tract,qwen3.5-9b,2014300,39,-0.2692,47,12367.0
census_tract,qwen3.5-9b,2014400,139,-0.3981,192,30288.0
census_tract,qwen3.5-9b,2014500,51,0.2876,71,28104.0
census_tract,qwen3.5-9b,2014701,26,-0.0256,32,35277.0
census_tract,qwen3.5-9b,2014702,32,0.3438,45,23825.0
census_tract,qwen3.5-9b,2014900,39,0.1709,49,35982.0
census_tract,qwen3.5-9b,2015100,81,0.2119,113,31298.0
census_tract,qwen3.5-9b,2015200,138,-0.2886,172,81875.0
census_tract,qwen3.5-9b,2015300,76,0.114,103,33028.0
census_tract,qwen3.5-9b,2015500,32,-0.0677,44,43913.0
census_tract,qwen3.5-9b,2015700,89,0.1189,113,46504.0
census_tract,qwen3.5-9b,2015800,54,-0.1111,63,87656.0
census_tract,qwen3.5-9b,2015900,32,0.6458,40,25686.0
census_tract,qwen3.5-9b,2016000,198,-0.2231,262,90221.0
census_tract,qwen3.5-9b,2016100,94,0.0851,122,23210.0
census_tract,qwen3.5-9b,2016200,43,0.0388,66,121645.0
census_tract,qwen3.5-9b,2016300,57,0.3655,74,
census_tract,qwen3.5-9b,2016400,64,-0.0938,89,69057.0
census_tract,qwen3.5-9b,2016500,134,-0.342,177,52446.0
census_tract,qwen3.5-9b,2016600,115,-0.3457,151,109519.0
census_tract,qwen3.5-9b,2016700,73,0.0011,108,45363.0
census_tract,qwen3.5-9b,2016900,35,0.1952,45,42168.0
census_tract,qwen3.5-9b,2017100,25,-0.2267,34,
census_tract,qwen3.5-9b,2017300,51,0.2925,79,33269.0
census_tract,qwen3.5-9b,2017500,54,0.2537,79,18474.0
census_tract,qwen3.5-9b,2017701,36,0.4759,48,62126.0
census_tract,qwen3.5-9b,2017702,42,0.504,57,40125.0
census_tract,qwen3.5-9b,2017901,31,0.2903,40,47778.0
census_tract,qwen3.5-9b,2017902,22,0.3636,32,42870.0
census_tract,qwen3.5-9b,2018101,22,0.5379,32,55664.0
census_tract,qwen3.5-9b,2018102,37,0.6802,49,31618.0
