case,question,model,sweep,state,created_at,rows,readable,wandb_id,results_path,wandb_url,notes
street_photography,Which block is a more appealing location for a street photography photoshoot?,gemma-4-12b/instruct_thinking,looks_thinking_gemma12b,finished,2026-08-16T18:55:39,11000,True,canon:trace:street_photography:gemma-4-12b,/share/pierson/matt/mllmsci/notebooks/cvpr/canonical_data/trace/street_photography__gemma-4-12b/results.parquet,,
street_photography,Which block is a more appealing location for a street photography photoshoot?,qwen3.5-9b/instruct_thinking,looks_thinking_qwen9b,finished,2026-08-17T05:31:19,11000,True,canon:trace:street_photography:qwen3.5-9b,/share/pierson/matt/mllmsci/notebooks/cvpr/canonical_data/trace/street_photography__qwen3.5-9b/results.parquet,,
