group,word,weight,count
street_photography,street,575.5461195122646,322055
street_photography,appealing,561.6633295663684,144730
street_photography,block,434.6045270943956,62557
street_photography,location,422.1999366099652,64320
street_photography,lighting,354.1077701826267,47304
street_photography,sky,344.65840801186584,39631
street_photography,urban,344.3598321748246,76457
street_photography,feels,303.139678348255,58764
street_photography,subject,296.39807513627125,29223
street_photography,elements,294.15441553102676,30730
street_photography,houses,293.5427955398901,31701
street_photography,architecture,288.12281778947874,44327
street_photography,appeal,283.245433252213,28812
street_photography,classic,267.61233204713426,34003
street_photography,life,265.63077042026964,30000
street_photography,interesting,260.9264223696905,47799
street_photography,cars,258.27156909651495,66296
street_photography,blocks,249.10779660748088,21755
street_photography,suburban,244.97638025659225,23114
street_photography,shot,244.82193454717307,20277
street_photography,scene,244.02678867622365,46254
street_photography,highway,230.02466155312248,25597
street_photography,shadows,227.39840402043475,21193
street_photography,architectural,221.4091540640856,20054
street_photography,light,218.73138247293596,21428
street_photography,quiet,213.32286461822795,21579
street_photography,atmosphere,208.51946883768025,15837
street_photography,residential,208.49101137173741,55325
street_photography,lines,201.89761967750118,24331
street_photography,perspective,196.8806095311165,12917
street_photography,feel,194.45259900352508,21433
street_photography,texture,193.78282571423858,16373
street_photography,potential,191.7515681973156,13842
street_photography,offers,190.0262979778941,13878
street_photography,trees,186.5994039691495,60705
street_photography,overcast,186.37598944211769,14197
street_photography,power,184.0204241440092,11275
street_photography,element,181.91078707904342,11714
street_photography,human,181.35130324640429,14871
street_photography,nice,175.94447641087095,42428
street_photography,lacks,174.536457759457,10157
street_photography,setting,173.3644846977977,15173
street_photography,character,171.54926275724844,9837
street_photography,variety,170.75736387446295,10065
street_photography,sunny,169.77538479373533,20437
street_photography,textures,161.48739088748607,17432
street_photography,car,160.6153882087988,36219
street_photography,contrast,159.91307998991766,11255
street_photography,foreground,158.63261466914133,24750
street_photography,wires,153.967010817298,8841
street_photography,bright,153.4890734181556,20317
street_photography,vibe,151.85673481262077,18007
street_photography,adds,151.6463703344906,7756
street_photography,activity,151.55897810585893,13576
street_photography,details,151.04940315011947,9563
street_photography,aesthetic,147.47483622121229,12382
street_photography,matter,144.98974355004353,8288
street_photography,colors,144.4940274494531,7377
street_photography,sense,143.01995192038595,18239
street_photography,leading,142.53494636486306,9118
street_photography,view,140.5511846618277,22110
street_photography,parked,137.53716839316036,40930
street_photography,hood,136.07504141762186,8908
street_photography,strong,135.53898801164468,16307
street_photography,unique,135.03235794335433,6074
street_photography,mix,135.0254794031775,7725
street_photography,clouds,134.62307886012167,6443
street_photography,shots,134.46260071570174,6092
street_photography,vehicle,134.13683310765606,13551
street_photography,sunlight,133.01348725623845,6093
street_photography,grit,132.23956924344844,5847
street_photography,bridge,131.92815721849857,11949
street_photography,blue,131.54126799255764,25362
street_photography,captures,131.02382725415686,6182
street_photography,locations,129.50381815905365,7979
street_photography,subjects,128.06434600416748,8463
street_photography,flat,127.08573942845689,9310
street_photography,photography,126.07229087978529,178776
street_photography,wide,125.96219326545953,15893
street_photography,boring,125.73755015439768,6692
street_photography,scenic,124.94971067616225,7902
street_photography,provides,124.21821722569469,5494
street_photography,static,123.12191307434583,5128
street_photography,dappled,122.64234813496526,6193
street_photography,framing,122.36688932330193,5019
street_photography,nature,122.09032765381313,5458
street_photography,iconic,121.7370901137149,4985
street_photography,mundane,120.70363825910553,8043
street_photography,day,119.55110170880864,10062
street_photography,dynamic,119.1167539088757,12618
street_photography,color,118.72519182287446,6227
street_photography,neighborhood,117.79683712507376,21255
street_photography,peaceful,116.76137178559966,4553
street_photography,harsh,115.51114165872421,4770
street_photography,determine,114.09922728374201,8219
street_photography,intersection,113.91667842980198,12039
street_photography,great,113.82326573027807,5695
street_photography,frame,113.27334853634255,5439
street_photography,industrial,111.97502941084215,17647
street_photography,people,111.89543419038009,30668
street_photography,pleasing,111.15391737384812,4949
street_photography,everyday,109.03232113551225,4385
street_photography,create,108.67488575344633,3979
street_photography,eye,108.16817398026187,4217
street_photography,sun,107.3848995622883,5964
street_photography,density,107.33721326531283,4632
street_photography,natural,106.51654844934336,5290
street_photography,depth,106.31052993365464,8741
street_photography,house,105.57845486194698,14717
street_photography,add,105.29755453156206,4071
street_photography,diverse,105.11711605711515,3721
street_photography,analysis,104.85913122041089,25227
street_photography,landscape,103.10813793216157,3570
street_photography,dominated,102.76429530633706,4108
street_photography,visually,102.50401331594666,13316
street_photography,pleasant,101.92902373778053,5941
street_photography,creates,101.90773587598373,3958
street_photography,striking,101.80118036045589,3580
street_photography,varied,101.5158392318472,3940
street_photography,stronger,101.45150208428656,3483
